Date,Time,Operation,Status,Detail
2025-06-12,22:08:42,Check,Started,Connecting to website
2025-06-12,22:08:42,Connection,Success,HTTP 200
2025-06-12,22:08:42,Data,Success,Filtreye uyan ev sayısı: 0
2025-06-12,22:08:44,E-posta,Success,Bildirim gönderildi
2025-06-12,22:09:27,Check,Started,Selenium ile web sitesine bağlanılıyor
2025-06-12,22:09:29,System,Error,Selenium hatası: [WinError 193] %1 geçerli bir Win32 uygulaması değil
2025-06-12,22:09:29,Check,Success,Değişiklik yok - Filtreye uyan ev sayısı: 0
2025-06-12,22:09:52,Check,Started,Connecting to website
2025-06-12,22:09:52,Connection,Success,HTTP 200
2025-06-12,22:09:52,Data,Success,Filtreye uyan ev sayısı: 0
2025-06-12,22:09:52,Check,Success,Değişiklik yok - Filtreye uyan ev sayısı: 0
2025-06-12,22:11:29,Check,Started,Connecting to website
2025-06-12,22:11:29,Connection,Success,HTTP 200
2025-06-12,22:11:29,Data,Success,Filtreye uyan ev sayısı: 0
2025-06-12,22:11:29,Check,Success,Değişiklik yok - Filtreye uyan ev sayısı: 0
2025-06-12,22:13:44,Check,Started,Connecting to website
2025-06-12,22:13:44,Connection,Success,HTTP 200
2025-06-12,22:13:44,Data,Success,Filtreye uyan ev sayısı: 0
2025-06-12,22:13:44,Check,Success,Değişiklik yok - Filtreye uyan ev sayısı: 0
2025-06-12,22:14:29,Check,Started,Selenium ile web sitesine bağlanılıyor
2025-06-12,22:14:30,System,Error,Selenium hatası: [WinError 193] %1 geçerli bir Win32 uygulaması değil
2025-06-12,22:14:30,Check,Success,Değişiklik yok - Filtreye uyan ev sayısı: 0
2025-06-12,22:14:47,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,22:14:47,Check,Started,Connecting to website
2025-06-12,22:14:48,Connection,Success,HTTP 200
2025-06-12,22:14:48,Data,Success,Filtreye uyan ev sayısı: 9
2025-06-12,22:14:50,E-posta,Success,Bildirim gönderildi
2025-06-12,22:14:52,Check,Started,Connecting to website
2025-06-12,22:14:53,Connection,Success,HTTP 200
2025-06-12,22:14:53,Data,Success,Filtreye uyan ev sayısı: 0
2025-06-12,22:14:53,Check,Success,Değişiklik yok - Filtreye uyan ev sayısı: 0
2025-06-12,22:16:30,Check,Started,Connecting to website
2025-06-12,22:16:30,Connection,Success,HTTP 200
2025-06-12,22:16:30,Data,Success,Filtreye uyan ev sayısı: 0
2025-06-12,22:16:30,Check,Success,Değişiklik yok - Filtreye uyan ev sayısı: 0
2025-06-12,22:17:14,System,Stopped,By user
2025-06-12,22:19:46,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,22:19:46,Check,Started,Connecting to website
2025-06-12,22:19:47,Connection,Success,HTTP 200
2025-06-12,22:19:47,Data,Success,Filtreye uyan ev sayısı: 2
2025-06-12,22:19:49,E-posta,Success,Bildirim gönderildi
2025-06-12,22:21:29,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,22:21:29,Check,Started,Connecting to website
2025-06-12,22:21:30,Connection,Success,HTTP 200
2025-06-12,22:21:30,Data,Success,Filtreye uyan ev sayısı: 0
2025-06-12,22:21:30,Check,Started,Connecting to website
2025-06-12,22:21:31,Connection,Success,HTTP 200
2025-06-12,22:21:31,Data,Success,Filtreye uyan ev sayısı: 0
2025-06-12,22:21:31,Check,Success,Değişiklik yok - Filtreye uyan ev sayısı: 0
2025-06-12,22:21:31,E-posta,Success,Bildirim gönderildi
2025-06-12,22:24:28,System,Stopped,By user
2025-06-12,22:24:36,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,22:24:36,Check,Started,Connecting to website
2025-06-12,22:24:37,Connection,Success,HTTP 200
2025-06-12,22:24:38,E-posta,Success,Bildirim gönderildi
2025-06-12,22:24:57,System,Stopped,By user
2025-06-12,22:26:12,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,22:26:12,Check,Started,Connecting to website
2025-06-12,22:26:13,Connection,Success,HTTP 200
2025-06-12,22:26:15,E-posta,Success,Bildirim gönderildi
2025-06-12,22:26:31,Check,Started,Connecting to website
2025-06-12,22:26:31,Connection,Success,HTTP 200
2025-06-12,22:26:31,Data,Success,Filtreye uyan ev sayısı: 0
2025-06-12,22:26:31,Check,Success,Değişiklik yok - Filtreye uyan ev sayısı: 0
2025-06-12,22:27:37,System,Stopped,By user
2025-06-12,22:27:39,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,22:27:39,Check,Started,Connecting to website
2025-06-12,22:27:39,Connection,Success,HTTP 200
2025-06-12,22:27:41,E-posta,Success,Bildirim gönderildi
2025-06-12,22:30:23,System,Stopped,By user
2025-06-12,22:30:57,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,22:30:57,Check,Started,Connecting to website
2025-06-12,22:30:57,Connection,Success,HTTP 200
2025-06-12,22:30:57,E-posta,Started,Apartment count: 1
2025-06-12,22:30:57,E-posta,Error,please run connect() first
2025-06-12,22:31:23,System,Stopped,By user
2025-06-12,22:31:30,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,22:31:30,Check,Started,Connecting to website
2025-06-12,22:31:30,Connection,Success,HTTP 200
2025-06-12,22:31:30,E-posta,Started,Apartment count: 1
2025-06-12,22:31:32,Check,Started,Connecting to website
2025-06-12,22:31:32,Connection,Success,HTTP 200
2025-06-12,22:31:32,Data,Success,Filtreye uyan ev sayısı: 0
2025-06-12,22:31:32,Check,Success,Değişiklik yok - Filtreye uyan ev sayısı: 0
2025-06-12,22:31:34,E-posta,Error,[WinError 10061] Hedef makine etkin olarak reddettiğinden bağlantı kurulamadı
2025-06-12,22:31:43,System,Stopped,By user
2025-06-12,22:32:01,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,22:32:01,Check,Started,Connecting to website
2025-06-12,22:32:01,Connection,Success,HTTP 200
2025-06-12,22:32:02,E-posta,Started,Apartment count: 1
2025-06-12,22:32:02,E-posta,Error,'NoneType' object has no attribute 'encode'
2025-06-12,22:32:50,System,Stopped,By user
2025-06-12,22:36:32,Check,Started,Connecting to website
2025-06-12,22:36:33,Connection,Success,HTTP 200
2025-06-12,22:36:33,Data,Success,Filtreye uyan ev sayısı: 0
2025-06-12,22:36:33,Check,Success,Değişiklik yok - Filtreye uyan ev sayısı: 0
2025-06-12,22:41:33,Check,Started,Connecting to website
2025-06-12,22:41:33,Connection,Success,HTTP 200
2025-06-12,22:41:33,Data,Success,Filtreye uyan ev sayısı: 0
2025-06-12,22:41:33,Check,Success,Değişiklik yok - Filtreye uyan ev sayısı: 0
2025-06-12,22:42:38,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,22:42:38,Check,Started,Connecting to website
2025-06-12,22:42:39,Connection,Success,HTTP 200
2025-06-12,22:42:39,E-posta,Started,Apartment count: 1
2025-06-12,22:42:40,E-posta,Success,Alıcı: taylanarslanfb@gmail.com
2025-06-12,22:46:32,System,Stopped,By user
2025-06-12,22:46:33,Check,Started,Connecting to website
2025-06-12,22:46:34,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,22:46:34,Check,Started,Connecting to website
2025-06-12,22:46:34,Connection,Success,HTTP 200
2025-06-12,22:46:34,Data,Success,Filtreye uyan ev sayısı: 0
2025-06-12,22:46:34,Check,Success,Değişiklik yok - Filtreye uyan ev sayısı: 0
2025-06-12,22:46:34,Connection,Success,HTTP 200
2025-06-12,22:46:34,E-posta,Started,Apartment count: 1
2025-06-12,22:46:36,E-posta,Success,Alıcı: taylanarslanfb@gmail.com
2025-06-12,22:47:38,System,Stopped,By user
2025-06-12,22:47:39,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,22:47:39,Check,Started,Connecting to website
2025-06-12,22:47:40,Connection,Success,HTTP 200
2025-06-12,22:47:40,E-posta,Started,Apartment count: 1
2025-06-12,22:47:42,E-posta,Success,Alıcı: taylanarslanfb@gmail.com
2025-06-12,22:48:29,System,Stopped,By user
2025-06-12,22:48:32,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,22:48:32,Check,Started,Connecting to website
2025-06-12,22:48:33,Connection,Success,HTTP 200
2025-06-12,22:49:52,System,Stopped,By user
2025-06-12,22:50:08,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,22:50:08,Check,Started,Connecting to website
2025-06-12,22:50:09,Connection,Success,HTTP 200
2025-06-12,22:50:09,E-posta,Started,Apartment count: 1
2025-06-12,22:50:10,E-posta,Success,Alıcı: taylanarslanfb@gmail.com
2025-06-12,22:51:34,Check,Started,Connecting to website
2025-06-12,22:51:35,Connection,Success,HTTP 200
2025-06-12,22:51:35,Data,Success,Filtreye uyan ev sayısı: 0
2025-06-12,22:51:35,Check,Success,Değişiklik yok - Filtreye uyan ev sayısı: 0
2025-06-12,22:51:45,System,Stopped,By user
2025-06-12,22:51:47,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,22:51:47,Check,Started,Connecting to website
2025-06-12,22:51:48,Connection,Success,HTTP 200
2025-06-12,22:53:42,System,Stopped,By user
2025-06-12,22:53:43,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,22:53:43,Check,Started,Connecting to website
2025-06-12,22:53:43,Connection,Success,HTTP 200
2025-06-12,22:54:26,System,Stopped,By user
2025-06-12,22:54:28,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,22:54:28,Check,Started,Connecting to website
2025-06-12,22:54:29,Connection,Success,HTTP 200
2025-06-12,22:55:22,System,Stopped,By user
2025-06-12,22:55:24,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,22:55:24,Check,Started,Connecting to website
2025-06-12,22:55:25,Connection,Success,HTTP 200
2025-06-12,22:55:25,E-posta,Started,Apartment count: 1
2025-06-12,22:55:27,E-posta,Success,Alıcı: taylanarslanfb@gmail.com
2025-06-12,22:56:33,System,Stopped,By user
2025-06-12,22:56:33,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,22:56:33,Check,Started,Connecting to website
2025-06-12,22:56:34,Connection,Success,HTTP 200
2025-06-12,22:56:34,E-posta,Started,Apartment count: 1
2025-06-12,22:56:35,Check,Started,Connecting to website
2025-06-12,22:56:35,Connection,Success,HTTP 200
2025-06-12,22:56:35,Data,Success,Filtreye uyan ev sayısı: 0
2025-06-12,22:56:35,Check,Success,Değişiklik yok - Filtreye uyan ev sayısı: 0
2025-06-12,22:56:36,E-posta,Success,Alıcı: taylanarslanfb@gmail.com
2025-06-12,22:57:18,System,Stopped,By user
2025-06-12,22:57:21,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,22:57:21,Check,Started,Connecting to website
2025-06-12,22:57:22,Connection,Success,HTTP 200
2025-06-12,22:57:22,E-posta,Started,Apartment count: 1
2025-06-12,22:57:23,E-posta,Success,Alıcı: taylanarslanfb@gmail.com
2025-06-12,23:01:32,System,Stopped,By user
2025-06-12,23:01:33,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,23:01:33,Check,Started,Connecting to website
2025-06-12,23:01:34,Connection,Success,HTTP 200
2025-06-12,23:01:34,E-posta,Started,Apartment count: 1
2025-06-12,23:01:35,E-posta,Success,Alıcı: taylanarslanfb@gmail.com
2025-06-12,23:01:36,Check,Started,Connecting to website
2025-06-12,23:01:36,Connection,Success,HTTP 200
2025-06-12,23:01:36,Data,Success,Filtreye uyan ev sayısı: 0
2025-06-12,23:01:36,Check,Success,Değişiklik yok - Filtreye uyan ev sayısı: 0
2025-06-12,23:02:28,System,Stopped,By user
2025-06-12,23:02:29,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,23:02:29,Check,Started,Connecting to website
2025-06-12,23:02:29,Connection,Success,HTTP 200
2025-06-12,23:02:29,E-posta,Started,Apartment count: 1
2025-06-12,23:02:31,E-posta,Success,Alıcı: taylanarslanfb@gmail.com
2025-06-12,23:05:15,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,23:05:15,Check,Started,Connecting to website
2025-06-12,23:05:23,Connection,Success,HTTP 200
2025-06-12,23:05:23,System,Error,'NoneType' object has no attribute 'find'
2025-06-12,23:06:36,Check,Started,Connecting to website
2025-06-12,23:06:37,System,Stopped,By user
2025-06-12,23:06:37,Connection,Success,HTTP 200
2025-06-12,23:06:37,Data,Success,Filtreye uyan ev sayısı: 0
2025-06-12,23:06:37,Check,Success,Değişiklik yok - Filtreye uyan ev sayısı: 0
2025-06-12,23:06:40,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,23:06:40,Check,Started,Connecting to website
2025-06-12,23:06:41,Connection,Success,HTTP 200
2025-06-12,23:07:40,System,Stopped,By user
2025-06-12,23:07:41,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,23:07:41,Check,Started,Connecting to website
2025-06-12,23:07:42,Connection,Success,HTTP 200
2025-06-12,23:07:42,E-posta,Started,Apartment count: 1
2025-06-12,23:07:43,E-posta,Success,Alıcı: taylanarslanfb@gmail.com
2025-06-12,23:11:37,Check,Started,Connecting to website
2025-06-12,23:11:38,Connection,Success,HTTP 200
2025-06-12,23:11:38,Data,Success,Filtreye uyan ev sayısı: 0
2025-06-12,23:11:38,Check,Success,Değişiklik yok - Filtreye uyan ev sayısı: 0
2025-06-12,23:12:43,Check,Started,Connecting to website
2025-06-12,23:12:44,Connection,Success,HTTP 200
2025-06-12,23:14:03,System,Stopped,By user
2025-06-12,23:16:38,Check,Started,Connecting to website
2025-06-12,23:16:38,Connection,Success,HTTP 200
2025-06-12,23:16:38,Data,Success,Filtreye uyan ev sayısı: 0
2025-06-12,23:16:38,Check,Success,Değişiklik yok - Filtreye uyan ev sayısı: 0
2025-06-12,23:17:25,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,23:17:25,Check,Started,Connecting to website
2025-06-12,23:17:26,Connection,Success,HTTP 200
2025-06-12,23:17:26,E-posta,Started,"Apartment count: 1, Alıcı sayısı: 1"
2025-06-12,23:17:28,E-posta,Success,1 alıcıya gönderildi
2025-06-12,23:18:07,System,Stopped,By user
2025-06-12,23:18:09,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,23:18:09,Check,Started,Connecting to website
2025-06-12,23:18:09,Connection,Success,HTTP 200
2025-06-12,23:18:09,E-posta,Started,"Apartment count: 1, Alıcı sayısı: 1"
2025-06-12,23:18:11,E-posta,Success,1 alıcıya gönderildi
2025-06-12,23:19:03,System,Stopped,By user
2025-06-12,23:19:04,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,23:19:04,Check,Started,Connecting to website
2025-06-12,23:19:05,Connection,Success,HTTP 200
2025-06-12,23:19:05,E-posta,Started,"Apartment count: 1, Alıcı sayısı: 1"
2025-06-12,23:19:06,E-posta,Success,taylanarslanfb@gmail.com adresine gönderildi
2025-06-12,23:21:34,System,Stopped,By user
2025-06-12,23:21:36,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,23:21:36,Check,Started,Connecting to website
2025-06-12,23:21:37,Connection,Success,HTTP 200
2025-06-12,23:21:37,E-posta,Started,"Apartment count: 1, Alıcı sayısı: 2"
2025-06-12,23:21:38,Check,Started,Connecting to website
2025-06-12,23:21:39,Connection,Success,HTTP 200
2025-06-12,23:21:39,Data,Success,Filtreye uyan ev sayısı: 0
2025-06-12,23:21:39,Check,Success,Değişiklik yok - Filtreye uyan ev sayısı: 0
2025-06-12,23:21:40,E-posta,Success,taylanarslanfb@gmail.com adresine gönderildi
2025-06-12,23:21:42,E-posta,Success,taylanarslanfb@hotmail.com adresine gönderildi
2025-06-12,23:21:43,System,Stopped,By user
2025-06-12,23:21:45,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,23:21:45,Check,Started,Connecting to website
2025-06-12,23:21:45,Connection,Success,HTTP 200
2025-06-12,23:21:45,E-posta,Started,"Apartment count: 1, Alıcı sayısı: 2"
2025-06-12,23:21:47,E-posta,Success,taylanarslanfb@gmail.com adresine gönderildi
2025-06-12,23:21:48,E-posta,Success,taylanarslanfb@hotmail.com adresine gönderildi
2025-06-12,23:22:50,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,23:22:50,Check,Started,Connecting to website
2025-06-12,23:22:50,Connection,Success,HTTP 200
2025-06-12,23:22:51,E-posta,Started,"Apartment count: 1, Alıcı sayısı: 2"
2025-06-12,23:22:52,E-posta,Success,taylanarslanfb@gmail.com adresine gönderildi
2025-06-12,23:22:53,E-posta,Success,taylanarslanfb@hotmail.com adresine gönderildi
2025-06-12,23:23:45,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,23:24:06,System,Stopped,By user
2025-06-12,23:24:07,System,Started,"Version 5.1 - Check interval: 5 minutes - Filter: 2, 2,5, 3 rooms - BeautifulSoup active"
2025-06-12,23:26:39,Check,Started,Connecting to website
2025-06-12,23:26:40,Connection,Success,HTTP 200
2025-06-12,23:26:40,Data,Success,Filtreye uyan ev sayısı: 0
2025-06-12,23:26:40,Check,Success,Değişiklik yok - Filtreye uyan ev sayısı: 0
2025-06-12,23:31:40,Check,Started,Connecting to website
2025-06-12,23:31:40,Connection,Success,HTTP 200
2025-06-12,23:31:40,Data,Success,Filtreye uyan ev sayısı: 0
2025-06-12,23:31:40,Check,Success,Değişiklik yok - Filtreye uyan ev sayısı: 0
